open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
228.06,230.72,228.06,229.87,38153300.0,230.7199,228.06,229.87,228.06,38168252.0,1.0,0.0,AAPL,XNAS,2024-11-22T00:00:00+0000
165.85,166.46,163.9,164.76,38604587.0,166.46,163.9,164.76,165.85,38604587.0,1.0,0.0,GOOGL,XNAS,2024-11-22T00:00:00+0000
411.37,417.4,411.06,417.0,24802100.0,417.4,411.06,417.0,411.365,24814626.0,1.0,0.0,MSFT,XNAS,2024-11-22T00:00:00+0000
167.16,168.2645,165.71,166.57,24497042.0,168.2645,165.71,166.57,167.16,24497042.0,1.0,0.0,GOOG,XNAS,2024-11-22T00:00:00+0000
198.25,199.2599,196.75,197.12,31530844.0,199.2599,196.75,197.12,198.25,31530844.0,1.0,0.0,AMZN,XNAS,2024-11-22T00:00:00+0000
203.49,203.49,195.75,198.38,58800042.0,203.49,195.75,198.38,203.49,58800042.0,1.0,0.0,AMZN,XNAS,2024-11-21T00:00:00+0000
228.88,230.16,225.71,228.52,42071900.0,230.155,225.7103,228.52,228.88,42108327.0,1.0,0.0,AAPL,XNAS,2024-11-21T00:00:00+0000
175.455,175.58,165.31,169.24,38839431.0,175.58,165.31,169.24,175.455,38839431.0,1.0,0.0,GOOG,XNAS,2024-11-21T00:00:00+0000
173.9,174.13,163.7,167.63,59734379.0,174.13,163.7,167.63,173.9,59734379.0,1.0,0.0,GOOGL,XNAS,2024-11-21T00:00:00+0000
419.5,419.78,410.29,412.87,20745300.0,419.78,410.2887,412.87,419.5,20780162.0,1.0,0.83,MSFT,XNAS,2024-11-21T00:00:00+0000
416.87,417.29,410.58,415.49,19166200.0,417.29,410.58,414.66,416.87,19191655.0,1.0,0.0,MSFT,XNAS,2024-11-20T00:00:00+0000
202.98,203.13,199.45,202.88,32768989.0,203.13,199.45,202.88,202.98,32768989.0,1.0,0.0,AMZN,XNAS,2024-11-20T00:00:00+0000
177.34,177.675,173.78,175.98,18997111.0,177.675,173.78,175.98,177.34,18997111.0,1.0,0.0,GOOGL,XNAS,2024-11-20T00:00:00+0000
228.06,229.93,225.89,229.0,35112500.0,229.93,225.89,229.0,228.06,35169566.0,1.0,0.0,AAPL,XNAS,2024-11-20T00:00:00+0000
178.83,179.11,175.33,177.33,15729806.0,179.11,175.33,177.33,178.83,15729806.0,1.0,0.0,GOOG,XNAS,2024-11-20T00:00:00+0000
175.235,180.17,175.116,179.58,15392866.0,180.17,175.116,179.58,175.235,15392866.0,1.0,0.0,GOOG,XNAS,2024-11-19T00:00:00+0000
413.11,417.94,411.55,417.79,18111900.0,417.94,411.55,417.79,413.11,18133529.0,1.0,0.0,MSFT,XNAS,2024-11-19T00:00:00+0000
226.795,230.16,226.66,228.28,34871882.0,230.16,226.66,228.28,226.98,36211774.0,1.0,0.0,AAPL,XNAS,2024-11-19T00:00:00+0000
199.33,205.3,198.78,204.61,31197867.0,205.3,198.78,204.61,199.33,31197867.0,1.0,0.0,AMZN,XNAS,2024-11-19T00:00:00+0000
173.72,178.87,173.56,178.12,23434925.0,178.87,173.56,178.12,173.72,23434925.0,1.0,0.0,GOOGL,XNAS,2024-11-19T00:00:00+0000
173.42,175.438,172.9,175.3,20206613.0,175.438,172.9,175.3,173.42,20206613.0,1.0,0.0,GOOGL,XNAS,2024-11-18T00:00:00+0000
175.1,176.91,174.42,176.8,18725422.0,176.91,174.42,176.8,174.955,18725422.0,1.0,0.0,GOOG,XNAS,2024-11-18T00:00:00+0000
204.15,204.67,200.95,201.7,36512465.0,204.67,200.95,201.7,204.15,36512465.0,1.0,0.0,AMZN,XNAS,2024-11-18T00:00:00+0000
414.87,418.4037,412.1,415.76,23983845.0,418.4037,412.1,415.76,414.87,24742013.0,1.0,0.0,MSFT,XNAS,2024-11-18T00:00:00+0000
225.2,229.74,225.18,228.02,44555294.0,229.74,225.17,228.02,225.25,44686020.0,1.0,0.0,AAPL,XNAS,2024-11-18T00:00:00+0000
226.4,226.92,224.27,225.0,47832200.0,226.92,224.27,225.0,226.4,47923696.0,1.0,0.0,AAPL,XNAS,2024-11-15T00:00:00+0000
173.73,174.14,171.22,172.49,32504649.0,174.14,171.22,172.49,173.73,32504649.0,1.0,0.0,GOOGL,XNAS,2024-11-15T00:00:00+0000
419.82,422.8,413.64,415.0,28196600.0,422.8,413.64,415.0,419.82,28247644.0,1.0,0.0,MSFT,XNAS,2024-11-15T00:00:00+0000
175.64,175.88,172.745,173.89,21708870.0,175.88,172.745,173.89,175.64,21708870.0,1.0,0.0,GOOG,XNAS,2024-11-15T00:00:00+0000
206.76,207.34,199.61,202.61,86591144.0,207.34,199.61,202.61,206.76,86591144.0,1.0,0.0,AMZN,XNAS,2024-11-15T00:00:00+0000
214.16,215.9,210.88,211.48,42620309.0,215.9,210.88,211.48,214.16,42620309.0,1.0,0.0,AMZN,XNAS,2024-11-14T00:00:00+0000
225.02,228.87,225.0,228.22,44880200.0,228.87,225.0,228.22,225.02,44923941.0,1.0,0.0,AAPL,XNAS,2024-11-14T00:00:00+0000
179.75,180.445,176.03,177.35,17925763.0,180.445,176.03,177.35,179.75,17925763.0,1.0,0.0,GOOG,XNAS,2024-11-14T00:00:00+0000
178.28,178.82,174.3218,175.58,31007457.0,178.82,174.3218,175.58,178.28,31007457.0,1.0,0.0,GOOGL,XNAS,2024-11-14T00:00:00+0000
425.0,428.17,420.0,426.89,30213400.0,428.17,420.0,426.89,425.0,30246881.0,1.0,0.0,MSFT,XNAS,2024-11-14T00:00:00+0000
421.64,429.33,418.21,425.2,21477900.0,429.325,418.21,425.2,421.64,21502185.0,1.0,0.0,MSFT,XNAS,2024-11-13T00:00:00+0000
209.4,215.09,209.14,214.1,46212943.0,215.09,209.14,214.1,209.4,46212943.0,1.0,0.0,AMZN,XNAS,2024-11-13T00:00:00+0000
180.46,180.96,178.54,178.88,23184003.0,180.96,178.54,178.88,180.46,23184003.0,1.0,0.0,GOOGL,XNAS,2024-11-13T00:00:00+0000
224.01,226.65,222.76,225.12,48528500.0,226.65,222.76,225.12,224.01,48566217.0,1.0,0.0,AAPL,XNAS,2024-11-13T00:00:00+0000
182.15,182.615,180.12,180.49,13969709.0,182.615,180.12,180.49,182.15,13969709.0,1.0,0.0,GOOG,XNAS,2024-11-13T00:00:00+0000
181.38,184.025,180.99,183.32,14065845.0,184.025,180.99,183.32,181.38,14065845.0,1.0,0.0,GOOG,XNAS,2024-11-12T00:00:00+0000
418.25,424.44,417.2,423.03,19382500.0,424.44,417.2,423.03,418.25,19401204.0,1.0,0.0,MSFT,XNAS,2024-11-12T00:00:00+0000
224.55,225.59,223.36,224.23,40375300.0,225.59,223.355,224.23,224.55,40398299.0,1.0,0.0,AAPL,XNAS,2024-11-12T00:00:00+0000
208.37,209.54,206.01,208.91,38942918.0,209.54,206.01,208.91,208.37,38942918.0,1.0,0.0,AMZN,XNAS,2024-11-12T00:00:00+0000
179.82,182.49,179.39,181.62,25134905.0,182.49,179.39,181.62,179.82,25134905.0,1.0,0.0,GOOGL,XNAS,2024-11-12T00:00:00+0000
178.58,180.545,178.47,180.35,17450354.0,180.545,178.47,180.35,178.58,17450354.0,1.0,0.0,GOOGL,XNAS,2024-11-11T00:00:00+0000
180.07,182.085,179.99,181.97,12503422.0,182.085,179.99,181.97,180.07,12503422.0,1.0,0.0,GOOG,XNAS,2024-11-11T00:00:00+0000
208.5,209.65,205.59,206.84,35456012.0,209.65,205.59,206.84,208.5,35456012.0,1.0,0.0,AMZN,XNAS,2024-11-11T00:00:00+0000
422.52,424.81,416.0,418.01,24473800.0,424.81,416.0,418.01,422.515,24503321.0,1.0,0.0,MSFT,XNAS,2024-11-11T00:00:00+0000
225.0,225.7,221.5,224.23,41949000.0,225.7,221.5,224.23,225.0,42005602.0,1.0,0.0,AAPL,XNAS,2024-11-11T00:00:00+0000
227.17,228.66,226.41,226.96,38308700.0,228.66,226.405,226.96,227.17,38328824.0,1.0,0.25,AAPL,XNAS,2024-11-08T00:00:00+0000
180.645,180.9,178.08,178.35,22006182.0,180.9,178.08,178.35,180.645,22006182.0,1.0,0.0,GOOGL,XNAS,2024-11-08T00:00:00+0000
425.32,426.5,421.78,422.54,16875500.0,426.5,421.78,422.54,425.32,16891414.0,1.0,0.0,MSFT,XNAS,2024-11-08T00:00:00+0000
182.0,182.35,179.57,179.86,15021549.0,182.35,179.57,179.86,182.0,15021549.0,1.0,0.0,GOOG,XNAS,2024-11-08T00:00:00+0000
209.72,209.9633,207.44,208.18,36075846.0,209.9633,207.44,208.18,209.72,36075846.0,1.0,0.0,AMZN,XNAS,2024-11-08T00:00:00+0000
207.44,212.25,207.19,210.05,52858424.0,212.25,207.19,210.05,207.44,52878383.0,1.0,0.0,AMZN,XNAS,2024-11-07T00:00:00+0000
224.63,227.88,224.57,227.48,42083800.0,227.875,224.57,227.23,224.625,42137691.0,1.0,0.0,AAPL,XNAS,2024-11-07T00:00:00+0000
179.11,182.58,178.89,182.28,16724298.0,182.58,178.89,182.28,179.11,16730407.0,1.0,0.0,GOOG,XNAS,2024-11-07T00:00:00+0000
177.41,181.08,177.19,180.75,25352939.0,181.08,177.19,180.75,177.41,25352939.0,1.0,0.0,GOOGL,XNAS,2024-11-07T00:00:00+0000
421.12,426.85,419.88,425.43,19615445.0,426.85,419.88,425.43,421.28,19901782.0,1.0,0.0,MSFT,XNAS,2024-11-07T00:00:00+0000
412.43,420.43,410.52,420.18,26429288.0,420.45,410.52,420.18,412.42,26681842.0,1.0,0.0,MSFT,XNAS,2024-11-06T00:00:00+0000
200.01,207.55,199.14,207.09,72264762.0,207.55,199.14,207.09,200.01,72292167.0,1.0,0.0,AMZN,XNAS,2024-11-06T00:00:00+0000
173.8,176.94,173.5,176.51,33695538.0,176.94,173.5,176.51,173.8,33695538.0,1.0,0.0,GOOGL,XNAS,2024-11-06T00:00:00+0000
222.61,226.07,221.19,222.72,54495200.0,226.065,221.19,222.72,222.61,54561121.0,1.0,0.0,AAPL,XNAS,2024-11-06T00:00:00+0000
175.35,178.64,175.04,178.33,27052501.0,178.64,175.04,178.33,175.35,27061510.0,1.0,0.0,GOOG,XNAS,2024-11-06T00:00:00+0000
170.83,172.0973,170.37,171.41,12502774.0,172.0973,170.37,171.41,170.83,12518282.0,1.0,0.0,GOOG,XNAS,2024-11-05T00:00:00+0000
408.33,414.9,408.08,411.46,17429735.0,414.9,408.08,411.46,408.37,17626011.0,1.0,0.0,MSFT,XNAS,2024-11-05T00:00:00+0000
221.795,223.945,221.795,223.45,27890524.0,223.95,221.14,223.45,221.795,28111338.0,1.0,0.0,AAPL,XNAS,2024-11-05T00:00:00+0000
196.04,199.82,195.99,199.5,30515026.0,199.82,195.99,199.5,196.04,30564784.0,1.0,0.0,AMZN,XNAS,2024-11-05T00:00:00+0000
169.43,170.53,168.84,169.74,18242050.0,170.53,168.84,169.74,169.43,18242050.0,1.0,0.0,GOOGL,XNAS,2024-11-05T00:00:00+0000
169.93,170.73,168.011,169.24,21492744.0,170.73,168.011,169.24,169.93,21492744.0,1.0,0.0,GOOGL,XNAS,2024-11-04T00:00:00+0000
171.24,171.92,169.485,170.68,16193994.0,171.92,169.485,170.68,171.24,16193994.0,1.0,0.0,GOOG,XNAS,2024-11-04T00:00:00+0000
196.45,197.33,194.3101,195.78,38479697.0,197.33,194.3101,195.78,196.45,38492062.0,1.0,0.0,AMZN,XNAS,2024-11-04T00:00:00+0000
409.855,410.41,405.575,408.46,19284886.0,410.415,405.5713,408.46,409.8,19672286.0,1.0,0.0,MSFT,XNAS,2024-11-04T00:00:00+0000
220.99,222.79,219.71,222.01,44903300.0,222.79,219.71,222.01,220.99,44944468.0,1.0,0.0,AAPL,XNAS,2024-11-04T00:00:00+0000
220.97,225.35,220.27,222.91,65242200.0,225.35,220.27,222.91,220.965,65276741.0,1.0,0.0,AAPL,XNAS,2024-11-01T00:00:00+0000
170.07,172.32,168.88,171.29,31796477.0,172.32,168.88,171.29,170.07,31796477.0,1.0,0.0,GOOGL,XNAS,2024-11-01T00:00:00+0000
409.01,415.5,407.5,410.37,24209400.0,415.5,407.5,410.37,409.01,24230442.0,1.0,0.0,MSFT,XNAS,2024-11-01T00:00:00+0000
171.54,173.82,170.31,172.65,21752859.0,173.82,170.31,172.65,171.54,21752859.0,1.0,0.0,GOOG,XNAS,2024-11-01T00:00:00+0000
199.0,200.5,197.02,197.93,99687847.0,200.5,197.02,197.93,199.0,99687847.0,1.0,0.0,AMZN,XNAS,2024-11-01T00:00:00+0000
190.51,190.6,185.23,186.4,75146759.0,190.6,185.23,186.4,190.51,75146759.0,1.0,0.0,AMZN,XNAS,2024-10-31T00:00:00+0000
229.34,229.83,225.37,225.91,63960700.0,229.83,225.37,225.91,229.34,64370086.0,1.0,0.0,AAPL,XNAS,2024-10-31T00:00:00+0000
174.72,178.42,172.56,172.69,32801898.0,178.42,172.56,172.69,174.72,32801898.0,1.0,0.0,GOOG,XNAS,2024-10-31T00:00:00+0000
173.13,176.82,171.0,171.11,44768981.0,176.82,171.0,171.11,173.13,44768981.0,1.0,0.0,GOOGL,XNAS,2024-10-31T00:00:00+0000
415.96,416.065,406.3,406.35,53473867.0,416.16,406.3,406.35,415.36,53970981.0,1.0,0.0,MSFT,XNAS,2024-10-31T00:00:00+0000
437.435,438.5,432.1,432.53,29749149.0,438.5,432.1,432.53,437.435,29749149.0,1.0,0.0,MSFT,XNAS,2024-10-30T00:00:00+0000
194.695,195.61,192.42,192.73,37707550.0,195.61,192.42,192.73,194.695,37707550.0,1.0,0.0,AMZN,XNAS,2024-10-30T00:00:00+0000
180.68,182.02,174.0599,174.46,68890787.0,182.02,174.0599,174.46,180.68,68890787.0,1.0,0.0,GOOGL,XNAS,2024-10-30T00:00:00+0000
232.62,233.47,229.56,230.1,45894362.0,233.47,229.55,230.1,232.61,47070907.0,1.0,0.0,AAPL,XNAS,2024-10-30T00:00:00+0000
182.41,183.79,175.7451,176.14,49698313.0,183.79,175.7451,176.14,182.41,49698313.0,1.0,0.0,GOOG,XNAS,2024-10-30T00:00:00+0000
169.385,171.86,168.66,171.14,28916109.0,171.86,168.66,171.14,169.385,28916106.0,1.0,0.0,GOOG,XNAS,2024-10-29T00:00:00+0000
428.0,433.17,425.8,431.95,17581800.0,433.17,425.8001,431.95,428.0,17644080.0,1.0,0.0,MSFT,XNAS,2024-10-29T00:00:00+0000
233.195,234.32,232.32,233.67,30768254.0,234.325,232.32,233.67,233.1,35417247.0,1.0,0.0,AAPL,XNAS,2024-10-29T00:00:00+0000
188.58,191.4599,187.815,190.83,35690158.0,191.4599,187.815,190.83,188.58,35690158.0,1.0,0.0,AMZN,XNAS,2024-10-29T00:00:00+0000
167.73,170.38,167.0896,169.68,42169025.0,170.38,167.0896,169.68,167.73,42169025.0,1.0,0.0,GOOGL,XNAS,2024-10-29T00:00:00+0000
168.75,168.75,163.95,166.72,32138641.0,168.75,163.95,166.72,168.75,32138641.0,1.0,0.0,GOOGL,XNAS,2024-10-28T00:00:00+0000
170.59,170.606,165.79,168.34,20858254.0,170.606,165.79,168.34,170.59,20858254.0,1.0,0.0,GOOG,XNAS,2024-10-28T00:00:00+0000
189.565,190.21,188.21,188.39,27930836.0,190.21,188.21,188.39,189.565,27930836.0,1.0,0.0,AMZN,XNAS,2024-10-28T00:00:00+0000
431.655,431.94,426.34,426.59,14003953.0,431.94,426.3,426.59,431.655,14882444.0,1.0,0.0,MSFT,XNAS,2024-10-28T00:00:00+0000
233.315,234.73,232.55,233.4,34733733.0,234.73,232.55,233.4,233.32,36087134.0,1.0,0.0,AAPL,XNAS,2024-10-28T00:00:00+0000
229.74,233.22,229.57,231.41,38776700.0,233.22,229.57,231.41,229.74,38802304.0,1.0,0.0,AAPL,XNAS,2024-10-25T00:00:00+0000
163.67,165.59,163.42,165.27,19828884.0,165.59,163.42,165.27,163.67,19828884.0,1.0,0.0,GOOGL,XNAS,2024-10-25T00:00:00+0000
426.76,432.52,426.57,428.15,16888400.0,432.52,426.565,428.15,426.76,16899064.0,1.0,0.0,MSFT,XNAS,2024-10-25T00:00:00+0000
165.365,167.4,165.23,166.99,14566410.0,167.4,165.23,166.99,165.365,14566410.0,1.0,0.0,GOOG,XNAS,2024-10-25T00:00:00+0000
187.85,190.45,187.53,187.83,29362060.0,190.45,187.53,187.83,187.85,29362060.0,1.0,0.0,AMZN,XNAS,2024-10-25T00:00:00+0000
185.25,187.11,183.86,186.38,21647395.0,187.11,183.86,186.38,185.25,21647395.0,1.0,0.0,AMZN,XNAS,2024-10-24T00:00:00+0000
229.98,230.82,228.41,230.57,31071100.0,230.82,228.41,230.57,229.98,31109503.0,1.0,0.0,AAPL,XNAS,2024-10-24T00:00:00+0000
164.59,165.05,162.77,164.53,12764430.0,165.05,162.77,164.53,164.59,12764430.0,1.0,0.0,GOOG,XNAS,2024-10-24T00:00:00+0000
162.83,163.33,161.01,162.72,22412527.0,163.33,161.01,162.72,162.83,22412527.0,1.0,0.0,GOOGL,XNAS,2024-10-24T00:00:00+0000
425.33,425.98,422.4,424.73,13562400.0,425.9782,422.4,424.73,425.325,13581631.0,1.0,0.0,MSFT,XNAS,2024-10-24T00:00:00+0000
430.855,431.08,422.53,424.6,19654379.0,431.08,422.53,424.6,430.855,19654379.0,1.0,0.0,MSFT,XNAS,2024-10-23T00:00:00+0000
188.85,189.16,183.69,184.71,31937089.0,189.16,183.69,184.71,188.85,31937089.0,1.0,0.0,AMZN,XNAS,2024-10-23T00:00:00+0000
164.76,165.82,161.925,162.78,18280518.0,165.82,161.925,162.78,164.76,18280518.0,1.0,0.0,GOOGL,XNAS,2024-10-23T00:00:00+0000
234.32,235.144,227.76,230.76,50657958.0,235.144,227.76,230.76,234.08,52286979.0,1.0,0.0,AAPL,XNAS,2024-10-23T00:00:00+0000
166.43,167.6,163.6325,164.48,12754283.0,167.6,163.6325,164.48,166.43,12754283.0,1.0,0.0,GOOG,XNAS,2024-10-23T00:00:00+0000
164.7,167.47,164.67,166.82,11958617.0,167.47,164.67,166.82,164.7,11958617.0,1.0,0.0,GOOG,XNAS,2024-10-22T00:00:00+0000
419.0,430.57,418.0479,427.51,23863170.0,430.5793,418.04,427.51,418.49,25482197.0,1.0,0.0,MSFT,XNAS,2024-10-22T00:00:00+0000
233.83,236.19,232.61,235.86,34958938.0,236.22,232.6,235.86,233.885,38846578.0,1.0,0.0,AAPL,XNAS,2024-10-22T00:00:00+0000
188.35,191.5201,186.975,189.7,29650593.0,191.5201,186.975,189.7,188.35,29650593.0,1.0,0.0,AMZN,XNAS,2024-10-22T00:00:00+0000
162.98,165.77,162.98,165.14,16568121.0,165.77,162.98,165.14,162.98,16568121.0,1.0,0.0,GOOGL,XNAS,2024-10-22T00:00:00+0000
162.95,164.5,162.62,164.07,20946455.0,164.5,162.62,164.07,162.95,20946455.0,1.0,0.0,GOOGL,XNAS,2024-10-21T00:00:00+0000
164.58,166.22,164.305,165.8,11384047.0,166.22,164.305,165.8,164.58,11384047.0,1.0,0.0,GOOG,XNAS,2024-10-21T00:00:00+0000
188.05,189.46,186.4,189.07,24639393.0,189.46,186.4,189.07,188.05,24639393.0,1.0,0.0,AMZN,XNAS,2024-10-21T00:00:00+0000
416.12,418.96,413.8,418.78,13284766.0,418.96,413.7501,418.78,416.12,14206115.0,1.0,0.0,MSFT,XNAS,2024-10-21T00:00:00+0000
234.45,236.85,234.45,236.48,35059099.0,236.85,234.45,236.48,234.45,36254470.0,1.0,0.0,AAPL,XNAS,2024-10-21T00:00:00+0000
236.18,236.18,234.01,235.0,46416300.0,236.18,234.01,235.0,236.18,46431472.0,1.0,0.0,AAPL,XNAS,2024-10-18T00:00:00+0000
163.19,164.71,163.08,163.42,19757661.0,164.71,163.08,163.42,163.19,19757661.0,1.0,0.0,GOOGL,XNAS,2024-10-18T00:00:00+0000
417.14,419.65,416.26,418.16,17138600.0,419.65,416.2601,418.16,417.14,17145317.0,1.0,0.0,MSFT,XNAS,2024-10-18T00:00:00+0000
164.87,166.3699,164.75,165.05,13091267.0,166.3699,164.75,165.05,164.87,13091267.0,1.0,0.0,GOOG,XNAS,2024-10-18T00:00:00+0000
187.15,190.74,186.28,188.99,37417670.0,190.74,186.28,188.99,187.15,37417670.0,1.0,0.0,AMZN,XNAS,2024-10-18T00:00:00+0000
188.22,188.94,186.0,187.53,25039414.0,188.94,186.0,187.53,188.22,25039414.0,1.0,0.0,AMZN,XNAS,2024-10-17T00:00:00+0000
233.43,233.85,230.52,232.15,32978900.0,233.85,230.52,232.15,233.43,32993810.0,1.0,0.0,AAPL,XNAS,2024-10-17T00:00:00+0000
167.38,167.93,164.37,164.51,15113356.0,167.93,164.37,164.51,167.38,15113356.0,1.0,0.0,GOOG,XNAS,2024-10-17T00:00:00+0000
165.73,166.37,162.76,162.93,21453395.0,166.37,162.76,162.93,165.73,21453395.0,1.0,0.0,GOOGL,XNAS,2024-10-17T00:00:00+0000
422.36,422.5,415.59,416.72,14803400.0,422.5,415.59,416.72,422.36,14820004.0,1.0,0.0,MSFT,XNAS,2024-10-17T00:00:00+0000
415.02,416.36,410.48,416.12,15062246.0,416.36,410.48,416.12,415.17,15508932.0,1.0,0.0,MSFT,XNAS,2024-10-16T00:00:00+0000
187.05,187.78,185.61,186.89,23456812.0,187.78,185.61,186.89,187.05,23456812.0,1.0,0.0,AMZN,XNAS,2024-10-16T00:00:00+0000
164.53,165.8,163.74,165.16,16406030.0,165.8,163.74,165.16,164.53,16406030.0,1.0,0.0,GOOGL,XNAS,2024-10-16T00:00:00+0000
231.62,232.12,229.85,231.78,32657566.0,232.12,229.84,231.78,231.6,34082240.0,1.0,0.0,AAPL,XNAS,2024-10-16T00:00:00+0000
166.03,167.28,165.216,166.74,9968474.0,167.28,165.216,166.74,166.03,9968474.0,1.0,0.0,GOOG,XNAS,2024-10-16T00:00:00+0000
167.14,169.09,166.05,166.9,14829338.0,169.09,166.05,166.9,167.14,14829338.0,1.0,0.0,GOOG,XNAS,2024-10-15T00:00:00+0000
422.18,422.48,415.26,418.74,18885000.0,422.48,415.26,418.74,422.18,18900201.0,1.0,0.0,MSFT,XNAS,2024-10-15T00:00:00+0000
233.59,237.49,232.37,233.85,61901688.0,237.49,232.37,233.85,233.61,64751367.0,1.0,0.0,AAPL,XNAS,2024-10-15T00:00:00+0000
187.63,188.41,184.58,187.69,32178925.0,188.41,184.58,187.69,187.63,32178925.0,1.0,0.0,AMZN,XNAS,2024-10-15T00:00:00+0000
165.785,167.68,164.625,165.46,20247195.0,167.68,164.625,165.46,165.785,20247195.0,1.0,0.0,GOOGL,XNAS,2024-10-15T00:00:00+0000
163.64,166.226,163.4,164.96,19016141.0,166.226,163.4,164.96,163.64,19016141.0,1.0,0.0,GOOGL,XNAS,2024-10-14T00:00:00+0000
164.91,167.62,164.78,166.35,9981765.0,167.62,164.78,166.35,164.91,9981765.0,1.0,0.0,GOOG,XNAS,2024-10-14T00:00:00+0000
189.83,189.83,187.36,187.54,22614407.0,189.83,187.36,187.54,189.78,22614407.0,1.0,0.0,AMZN,XNAS,2024-10-14T00:00:00+0000
417.85,424.04,417.52,419.14,16417434.0,424.04,417.52,419.14,417.77,16653086.0,1.0,0.0,MSFT,XNAS,2024-10-14T00:00:00+0000
228.7,231.7278,228.6,231.3,32607921.0,231.73,228.6,231.3,228.7,39882085.0,1.0,0.0,AAPL,XNAS,2024-10-14T00:00:00+0000
229.3,229.41,227.34,227.55,31668000.0,229.41,227.34,227.55,229.3,31759188.0,1.0,0.0,AAPL,XNAS,2024-10-11T00:00:00+0000
162.13,163.9,161.235,163.24,15344251.0,163.9,161.235,163.24,162.13,15344251.0,1.0,0.0,GOOGL,XNAS,2024-10-11T00:00:00+0000
416.135,417.13,413.25,416.32,14144944.0,417.13,413.25,416.32,416.135,14144944.0,1.0,0.0,MSFT,XNAS,2024-10-11T00:00:00+0000
163.33,165.27,162.5,164.52,10945971.0,165.27,162.5,164.52,163.33,10945971.0,1.0,0.0,GOOG,XNAS,2024-10-11T00:00:00+0000
186.63,189.9284,186.3,188.82,25751557.0,189.9284,186.3,188.82,186.63,25751557.0,1.0,0.0,AMZN,XNAS,2024-10-11T00:00:00+0000
187.13,188.134,185.83,186.65,27785043.0,188.134,185.83,186.65,187.13,27785043.0,1.0,0.0,AMZN,XNAS,2024-10-10T00:00:00+0000
227.78,229.5,227.17,229.04,27959432.0,229.5,227.17,229.04,227.78,28183544.0,1.0,0.0,AAPL,XNAS,2024-10-10T00:00:00+0000
162.11,164.3107,161.64,163.18,12900492.0,164.3107,161.64,163.18,162.11,12900492.0,1.0,0.0,GOOG,XNAS,2024-10-10T00:00:00+0000
160.87,163.07,160.395,162.08,14144068.0,163.07,160.395,162.08,160.87,14144068.0,1.0,0.0,GOOGL,XNAS,2024-10-10T00:00:00+0000
415.23,417.35,413.15,415.84,13807800.0,417.35,413.15,415.84,415.225,13848376.0,1.0,0.0,MSFT,XNAS,2024-10-10T00:00:00+0000
415.86,420.38,414.3,417.46,14974257.0,420.38,414.3,417.46,415.86,14974257.0,1.0,0.0,MSFT,XNAS,2024-10-09T00:00:00+0000
182.82,185.845,182.05,185.17,26343117.0,185.845,182.05,185.17,182.82,26343117.0,1.0,0.0,AMZN,XNAS,2024-10-09T00:00:00+0000
163.45,164.84,159.74,161.86,31181774.0,164.84,159.74,161.86,163.45,31181774.0,1.0,0.0,GOOGL,XNAS,2024-10-09T00:00:00+0000
225.17,229.75,224.83,229.54,32108383.0,229.75,224.83,229.54,225.23,33591091.0,1.0,0.0,AAPL,XNAS,2024-10-09T00:00:00+0000
164.855,166.26,161.12,163.06,19666411.0,166.26,161.12,163.06,164.855,19666411.0,1.0,0.0,GOOG,XNAS,2024-10-09T00:00:00+0000
165.43,166.1,164.31,165.7,11723885.0,166.1,164.31,165.7,165.43,11723885.0,1.0,0.0,GOOG,XNAS,2024-10-08T00:00:00+0000
410.9,415.66,408.17,414.71,19115000.0,415.66,408.17,414.71,410.9,19229261.0,1.0,0.0,MSFT,XNAS,2024-10-08T00:00:00+0000
224.31,225.975,223.25,225.77,31112547.0,225.98,223.25,225.77,224.3,31855693.0,1.0,0.0,AAPL,XNAS,2024-10-08T00:00:00+0000
181.915,183.09,180.92,182.72,26372086.0,183.09,180.92,182.72,181.915,26372086.0,1.0,0.0,AMZN,XNAS,2024-10-08T00:00:00+0000
163.94,164.725,162.87,164.38,23072733.0,164.725,162.87,164.38,163.94,23072733.0,1.0,0.0,GOOGL,XNAS,2024-10-08T00:00:00+0000
167.72,168.48,162.75,162.98,22463140.0,168.48,162.75,162.98,167.72,22463140.0,1.0,0.0,GOOGL,XNAS,2024-10-07T00:00:00+0000
169.14,169.9,164.13,164.39,14031473.0,169.9,164.13,164.39,169.14,14034722.0,1.0,0.0,GOOG,XNAS,2024-10-07T00:00:00+0000
182.95,183.6,180.25,180.8,42326598.0,183.6,180.25,180.8,182.95,42364201.0,1.0,0.0,AMZN,XNAS,2024-10-07T00:00:00+0000
416.0,417.11,409.0,409.54,19536309.0,417.11,409.0,409.54,416.0,20919761.0,1.0,0.0,MSFT,XNAS,2024-10-07T00:00:00+0000
224.46,225.69,221.335,221.69,38944409.0,225.69,221.33,221.69,224.5,39505354.0,1.0,0.0,AAPL,XNAS,2024-10-07T00:00:00+0000
227.9,228.0,224.13,226.8,37245100.0,228.0,224.13,226.8,227.9,37345098.0,1.0,0.0,AAPL,XNAS,2024-10-04T00:00:00+0000
168.06,168.23,165.48,167.06,19093724.0,168.23,165.48,167.06,168.06,19093724.0,1.0,0.0,GOOGL,XNAS,2024-10-04T00:00:00+0000
